ID,N_VICTIMAS,FECHA_x,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,Cruce,COMUNA,pos x,pos y,PARTICIPANTES,ACUSADO,ROL,VICTIMA_y,SEXO,EDAD
2016-0160,1,2016-12-06,5.0,AUTOPISTA PERITO MORENO ALTURA VELZ,AUTOPISTA,False,9,-58.51927194,-34.63635787,CARGAS-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,CARGAS,MASCULINO,29.0
2016-0161,1,2016-12-06,7.0,AV SANTA FE Y GODOY CRUZ,AVENIDA,True,14,-58.42525456,-34.57866344,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,50.0
2016-0162,1,2016-12-07,5.0,AV FEDERICO LACROZE Y AV FOREST,AVENIDA,True,15,-58.45396573,-34.58518167,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,38.0
2016-0163,1,2016-12-10,7.0,AV GRAL PAZ Y AV GENERAL MOSCONI,GRAL PAZ,True,11,-58.52340614,-34.59798754,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,23.0
2016-0164,1,2016-12-11,6.0,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,True,4,-58.42323628,-34.64119105,AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,29.0
2016-0165,1,2016-12-12,8.0,AV MARTIN GARCIA 300,AVENIDA,False,4,-58.36926144,-34.62841919,BICICLETA-PASAJEROS,PASAJEROS,CICLISTA,BICICLETA,MASCULINO,37.0
2016-0168,1,2016-12-13,10.0,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,True,4,-58.42323628,-34.64119105,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,43.0
2016-0169,1,2016-12-15,15.0,NUÑEZ Y AV RICARDO BALBIN,AVENIDA,True,12,-58.47935434,-34.55676497,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,24.0
2016-0170,1,2016-12-19,17.0,AV GRAL PAZ 4500,GRAL PAZ,False,12,-58.50598256,-34.5637998,MOTO-AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21.0
2016-0171,1,2016-12-25,19.0,AU BUENOS AIRES - LA PLATA Y AU 25 DE MAYO,AUTOPISTA,True,1,-58.36607137,-34.62150748,MOTO-MOTO,MOTO,CONDUCTOR,MOTO,,
2016-0172,1,2016-12-26,8.0,AV GARAY Y CASTRO,AVENIDA,True,5,-58.41918902,-34.63174259,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,38.0
2016-0173,1,2016-12-26,19.0,AV DIRECTORIO Y AV SAN PEDRITO,AVENIDA,True,7,-58.46749188,-34.63551751,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,35.0
2016-0175,1,2016-12-27,8.0,CNEL RAMON L FALCON Y MEMBRILLAR,CALLE,True,7,-58.46064174,-34.62960517,PEATON-BICICLETA,BICICLETA,PEATON,PEATON,FEMENINO,
2016-0176,1,2016-12-28,1.0,AV BELGRANO Y AV PASEO COLON,AVENIDA,True,1,-58.36956186,-34.61232875,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,28.0
2016-0177,1,2016-12-29,4.0,ARENALES 3319,CALLE,False,14,-58.40966671,-34.58788235,PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,27.0
2016-0178,1,2016-12-30,16.0,REPUBLICA BOLIVARIANA DE VENEZUELA Y SAAVEDRA,CALLE,True,3,-58.40288226,-34.61544091,MULTIPLE,MULTIPLE,PEATON,PEATON,FEMENINO,7.0
2017-0001,1,2017-01-02,1.0,AV. JUAN B JUSTO Y ACHUPALLAS,AVENIDA,True,11,-58.4659423,-34.61028571,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,18.0
2017-0003,1,2017-01-05,3.0,OLAVARRIA Y AV. VELEZ SARSFIELD,AVENIDA,True,4,-58.38957669,-34.64410277,CARGAS-CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,33.0
2017-0007,1,2017-01-11,17.0,LIMA Y MEXICO,CALLE,True,1,-58.3816166,-34.61529543,MULTIPLE,MULTIPLE,PEATON,PEATON,MASCULINO,48.0
2017-0008,1,2017-01-16,0.0,JOSE A CABRERA Y BONPLAND,CALLE,True,14,-58.43917004,-34.58494351,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,29.0
2017-0009,1,2017-01-16,13.0,AU 25 DE MAYO Y AV. BOEDO,AUTOPISTA,False,5,-58.41595919,-34.62743346,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,36.0
2017-0010,1,2017-01-16,16.0,AV. DIRECTORIO Y RIGLOS,AVENIDA,True,6,-58.4356488,-34.62828656,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,23.0
2017-0011,1,2017-01-22,2.0,AV. GRAL. PAZ Y AV. R. BALBIN,GRAL PAZ,True,12,-58.5007381,-34.5497951,MOTO-OBJETO FIJO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,29.0
2017-0012,1,2017-01-24,14.0,TRAFUL Y DIOGENES TABORDA,CALLE,True,4,-58.40969005,-34.6505529,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,30.0
2017-0013,1,2017-01-27,7.0,IRIARTE 3055,AVENIDA,False,4,-58.38972622,-34.65098981,PEATON-CARGAS,CARGAS,PEATON,PEATON,MASCULINO,4.0
2017-0014,1,2017-01-28,8.0,AV. DONADO Y ARIAS,AVENIDA,True,12,-58.49185972,-34.55046754,MULTIPLE,MULTIPLE,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,22.0
2017-0015,1,2017-02-02,15.0,CORDOBA AV. Y CALLAO,AVENIDA,True,2,-58.39293417,-34.59963642,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,82.0
2017-0016,1,2017-02-03,5.0,"AU 25 DE MAYO, KILOMETRO 8.3, SENTIDO HACIA PROVINCIA DE BUENOS AIRES, C.A.B.A.",AUTOPISTA,False,1,-58.38099494,-34.62288231,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,27.0
2017-0017,1,2017-02-06,8.0,AV. JUAN B JUSTO Y PARAGUAY,AVENIDA,True,14,-58.429012,-34.58095431,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,32.0
2017-0018,1,2017-02-09,7.0,AV. GRAL. PAZ Y AV. DE LOS CORRALES,GRAL PAZ,True,9,-58.50877521,-34.66977709,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,30.0
2017-0021,1,2017-02-18,5.0,SARMIENTO Y LIBERTAD,CALLE,True,1,-58.38362373,-34.60509972,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,43.0
2017-0024,1,2017-02-23,20.0,AV. RIVADAVIA 7121,AVENIDA,False,7,-58.46589308,-34.62955795,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,39.0
2017-0025,1,2017-02-24,17.0,AV. FERNANDEZ DE LA CRUZ Y RIVERA INDARTE,AVENIDA,True,7,-58.43614426,-34.6542464,MOTO-SD,,CONDUCTOR,MOTO,MASCULINO,23.0
2017-0026,2,2017-02-26,5.0,AV. PERITO MORENO Y FOURNIER,AVENIDA,True,4,-58.41842777,-34.64979057,AUTO-OBJETO FIJO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,23.0
2017-0026,2,2017-02-26,5.0,AV. PERITO MORENO Y FOURNIER,AVENIDA,True,4,-58.41842777,-34.64979057,AUTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,19.0
2017-0027,1,2017-02-26,21.0,AV. CASEROS 1429,AVENIDA,False,1,-58.38332245,-34.6319325,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,
2017-0028,1,2017-02-28,9.0,AV. GAONA Y FRAGATA SARMIENTO,AVENIDA,True,6,-58.45475488,-34.61196327,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,87.0
2017-0029,1,2017-03-07,2.0,MOZART Y TANDIL,CALLE,True,9,-58.48501341,-34.64742455,SD-AUTO,AUTO,,,MASCULINO,34.0
2017-0030,1,2017-03-07,8.0,MOZART Y COLECTORA AV. TTE. LUIS J DELLEPIANE,AVENIDA,True,9,-58.47010988,-34.65872088,AUTO-PASAJEROS,PASAJEROS,CONDUCTOR,AUTO,FEMENINO,27.0
2017-0031,1,2017-03-11,1.0,24 DE NOVIEMBRE Y PAVON ,CALLE,True,3,-58.4099756,-34.62873635,AUTO-OBJETO FIJO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,70.0
2017-0032,1,2017-03-12,5.0,AV. GRAL. PAZ Y PEDRO DE MENDOZA,GRAL PAZ,True,8,-58.48892175,-34.68359163,AUTO-AUTO,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,40.0
2017-0033,1,2017-03-12,7.0,AV. GRAL. PAZ KM. 10,GRAL PAZ,True,11,-58.52466448,-34.60325478,AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,28.0
2017-0034,1,2017-03-13,7.0,GODOY CRUZ 2651,CALLE,False,14,-58.42554218,-34.57929036,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,43.0
2017-0035,3,2017-03-23,5.0,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,True,1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,28.0
2017-0035,3,2017-03-23,5.0,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,True,1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,32.0
2017-0035,3,2017-03-23,5.0,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,True,1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,30.0
2017-0036,2,2017-03-29,18.0,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,True,12,-58.51452347,-34.58159762,MOTO-PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,
2017-0036,2,2017-03-29,18.0,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,True,12,-58.51452347,-34.58159762,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,20.0
2017-0037,1,2017-03-31,3.0,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,True,1,-58.38896772,-34.61799615,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,41.0
2017-0038,1,2017-04-01,19.0,AV. CASTAÑARES Y LAUTARO,AVENIDA,True,7,-58.44516857,-34.64363363,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,FEMENINO,40.0
2017-0040,1,2017-04-03,9.0,CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES,AVENIDA,False,13,-58.43834197,-34.54560369,MULTIPLE,MULTIPLE,CONDUCTOR,AUTO,MASCULINO,43.0
2017-0041,1,2017-04-03,23.0,BALDOMERO FERNANDEZ MORENO 2186,CALLE,False,7,-58.45485084,-34.63531854,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,17.0
2017-0042,1,2017-04-10,9.0,AV. LEOPOLDO LUGONES PKM 6900,GRAL PAZ,False,14,,,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,
2017-0045,1,2017-04-14,6.0,NOGOYA 5940,CALLE,False,10,-58.52449285,-34.62454175,MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,21.0
2017-0047,1,2017-04-23,6.0,AV. ARGENTINA Y AV. CORVALAN,AVENIDA,True,8,-58.46713742,-34.6719879,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,37.0
2017-0049,1,2017-04-27,18.0,AV. FERNANDEZ DE LA CRUZ Y VARELA,AVENIDA,True,8,-58.43850413,-34.65554754,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,22.0
2017-0050,2,2017-04-28,11.0,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,False,9,,,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,46.0
2017-0050,2,2017-04-28,11.0,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,False,9,,,MOTO-CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,16.0
2017-0051,1,2017-05-01,3.0,AU DELLEPIANE 2400,AUTOPISTA,False,7,,,AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,33.0
2017-0052,1,2017-05-05,3.0,AV. GRAL. PAZ Y GOLETA JULIA,GRAL PAZ,True,8,-58.49413799,-34.68095739,PEATON-CARGAS,CARGAS,PEATON,PEATON,FEMENINO,47.0
2017-0053,1,2017-05-05,20.0,VIEYTES Y VILLARINO,CALLE,True,4,-58.37547846,-34.65326075,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,28.0
2017-0054,1,2017-05-07,21.0,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,AVENIDA,True,15,-58.48680218,-34.58689719,MOTO-AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,20.0
2017-0055,1,2017-05-09,8.0,AV. DE LOS CONSTITUYENTES 4900,AVENIDA,False,12,-58.49563989,-34.57962262,AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,32.0
2017-0058,1,2017-05-09,23.0,AV. CORDOBA Y LIBERTAD,AVENIDA,True,1,-58.38403232,-34.5991594,PEATON-MOTO,MOTO,PEATON,PEATON,MASCULINO,80.0
2017-0059,1,2017-05-11,9.0,BRASIL Y LIMA,CALLE,True,1,-58.38223382,-34.62693865,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,39.0
2017-0060,1,2017-05-13,7.0,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,AVENIDA,True,8,-58.45966521,-34.67323292,MOTO-OBJETO FIJO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,30.0
2017-0061,1,2017-05-15,13.0,PARAGUAY Y AV. CALLAO ,AVENIDA,True,2,-58.39303911,-34.59871111,PEATON-MOTO,MOTO,PEATON,PEATON,MASCULINO,47.0
2017-0062,1,2017-05-15,16.0,AV. JUAN B JUSTO Y SAN BLAS,AVENIDA,True,10,-58.51262106,-34.63395999,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,35.0
2017-0063,1,2017-05-17,10.0,CHILE Y AV. 9 DE JULIO,AVENIDA,True,1,-58.38118367,-34.61646839,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,79.0
2017-0064,1,2017-05-20,5.0,MAIPU Y PERON,CALLE,True,1,-58.37653284,-34.60582475,CARGAS-AUTO,AUTO,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,61.0
2017-0065,1,2017-05-22,16.0,AV. SUAREZ Y HERRERA,AVENIDA,True,4,-58.37709334,-34.64035082,BICICLETA-CARGAS,CARGAS,CICLISTA,BICICLETA,MASCULINO,21.0
2017-0066,1,2017-05-22,18.0,AV. SAN MARTIN Y FRAGATA SARMIENTO,AVENIDA,True,15,-58.46002142,-34.60409469,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,10.0
2017-0067,1,2017-05-23,2.0,AV. DIRECTORIO Y AV. JOSE MARIA MORENO,AVENIDA,True,6,-58.4338197,-34.62801894,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,21.0
2017-0068,1,2017-05-27,19.0,AV. TTE. FRANCISCO RABANAL 2950,AVENIDA,False,8,-58.43580656,-34.66437532,MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,32.0
2017-0069,1,2017-05-24,14.0,AV. GRAL. PAZ Y ULRICO SCHMIDL,GRAL PAZ,True,9,-58.52173071,-34.65997463,MOTO-SD,,CONDUCTOR,MOTO,MASCULINO,39.0
2017-0070,1,2017-05-30,13.0,NUEVA YORK  3696,CALLE,False,11,-58.50791763,-34.59804273,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,80.0
2017-0072,1,2017-06-03,23.0,AV. DE LOS CONSTITUYENTES Y VALLEJOS,AVENIDA,True,12,-58.49175088,-34.58226957,AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,25.0
2017-0073,1,2017-06-04,9.0,AV. CORRIENTES Y ECUADOR,AVENIDA,True,3,-58.40781467,-34.60425669,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,19.0
2017-0074,1,2017-06-04,12.0,CASCO 133,CALLE,False,9,-58.52567073,-34.63787791,,,,,MASCULINO,70.0
2017-0075,1,2017-06-12,22.0,AV. DE MAYO Y AV. 9 DE JULIO,AVENIDA,True,1,-58.381542,-34.60906385,PEATON-MOTO,MOTO,PEATON,PEATON,MASCULINO,55.0
2017-0076,1,2017-06-13,14.0,AV. RAMON CASTILLO Y CALLE 12,AVENIDA,True,2,-58.38526125,-34.5780581,PEATON-CARGAS,CARGAS,PEATON,PEATON,FEMENINO,30.0
2017-0077,1,2017-06-17,23.0,FRAY JUSTO SANTAMARIA DE ORO 1930,CALLE,False,14,-58.42934104,-34.58451712,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,FEMENINO,60.0
2017-0079,1,2017-06-19,16.0,MEXICO Y DEAN FUNES,CALLE,True,3,-58.40657493,-34.61781124,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,33.0
2017-0080,1,2017-06-22,10.0,AV. JUAN B ALBERDI Y AV. ESCALADA,AVENIDA,True,9,-58.49525314,-34.64487785,PEATON-CARGAS,CARGAS,PEATON,PEATON,FEMENINO,95.0
2017-0082,1,2017-06-25,22.0,AV. ENTRE RIOS Y AV. BRASIL,AVENIDA,True,4,-58.39092851,-34.62932696,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,36.0
2017-0083,1,2017-07-04,0.0,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,AVENIDA,True,9,-58.49603546,-34.64564271,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,37.0
2017-0084,1,2017-07-05,12.0,AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA,AVENIDA,True,2,-58.38502878,-34.58703485,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,73.0
2017-0085,1,2017-07-07,14.0,TACUARI Y AV. MARTIN GARCIA,AVENIDA,True,4,-58.37261143,-34.63150425,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,84.0
2017-0086,1,2017-07-09,7.0,AV. RIVADAVIA Y MURGUIONDO,AVENIDA,True,9,-58.51876802,-34.63905965,PEATON-MOTO,MOTO,PEATON,PEATON,FEMENINO,30.0
2017-0087,1,2017-07-10,10.0,24 DE NOVIEMBRE 390,CALLE,False,3,-58.41095567,-34.61516101,PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,73.0
2017-0088,1,2017-07-10,22.0,AV. PASEO COLON Y BRASIL,AVENIDA,True,1,-58.36797542,-34.62519403,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,43.0
2017-0089,1,2017-07-13,12.0,MARTINIANO LEGUIZAMON 901,CALLE,False,9,-58.51514709,-34.64787051,SD-AUTO,AUTO,,,MASCULINO,23.0
2017-0090,1,2017-07-15,5.0,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ,GRAL PAZ,True,11,-58.51925642,-34.59171721,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,22.0
2017-0091,1,2017-07-15,13.0,SUPERI Y AV. GRAL. PAZ,GRAL PAZ,True,12,-58.48671535,-34.54321216,MOTO-SD,,CONDUCTOR,MOTO,MASCULINO,58.0
2017-0092,1,2017-07-24,22.0,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),AUTOPISTA,True,1,-58.38268809,-34.62282019,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,66.0
2017-0093,1,2017-07-25,16.0,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO",AUTOPISTA,True,13,-58.43633522,-34.54966288,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,
2017-0094,1,2017-07-27,8.0,VICTOR HUGO 2639,CALLE,False,10,-58.52640838,-34.61765855,BICICLETA-CARGAS,CARGAS,CICLISTA,BICICLETA,FEMENINO,56.0
2017-0095,1,2017-08-06,8.0,AV. CORDOBA Y JERONIMO SALGUERO,AVENIDA,True,14,-58.41894306,-34.59778875,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,36.0
2017-0096,1,2017-08-07,19.0,AV. CABILDO Y NUÑEZ,AVENIDA,True,13,-58.46756026,-34.54972741,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,87.0
2017-0098,1,2017-08-08,12.0,JOSE BONIFACIO 2114,CALLE,False,7,-58.45715752,-34.63132912,PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,61.0
2017-0099,1,2017-08-17,19.0,AV. PTE FIGUEROA ALCORTA 5400,AVENIDA,False,14,-58.42406784,-34.56213916,BICICLETA-AUTO,AUTO,CICLISTA,BICICLETA,MASCULINO,28.0
2017-0100,1,2017-08-21,7.0,VENEZUELA 2135,CALLE,False,3,-58.3967447,-34.61512051,MOTO-OBJETO FIJO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,16.0
2017-0101,1,2017-08-23,10.0,AV. FCO. LACROZE Y ZAPATA,AVENIDA,True,13,-58.44537508,-34.57084818,MULTIPLE,MULTIPLE,PEATON,PEATON,FEMENINO,61.0
2017-0102,1,2017-08-24,1.0,IRIARTE Y ZAVALETA,AVENIDA,True,4,-58.40056767,-34.6510708,PEATON-CARGAS,CARGAS,PEATON,PEATON,MASCULINO,46.0
2017-0104,1,2017-08-25,9.0,AV. 9 DE JULIO Y ESTADOS UNIDOS,AVENIDA,True,1,-58.38109568,-34.61853244,PEATON-CARGAS,CARGAS,PEATON,PEATON,FEMENINO,18.0
2017-0106,1,2017-08-31,19.0,FRAY JUSTO SANTAMARIA DE ORO Y GUEMES,CALLE,True,14,-58.42533612,-34.58035258,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,85.0
2017-0107,1,2017-09-01,11.0,AV. DEL LIBERTADOR Y JARAMILLO,AVENIDA,True,13,-58.46062311,-34.54395182,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,41.0
2017-0108,2,2017-09-02,4.0,AV. GRAL. PAZ Y MACHAIN,GRAL PAZ,True,12,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,17.0
2017-0108,2,2017-09-02,4.0,AV. GRAL. PAZ Y MACHAIN,GRAL PAZ,True,12,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,10.0
2017-0109,1,2017-09-04,21.0,AV. DIRECTORIO Y PORTELA,AVENIDA,True,7,-58.47130269,-34.63665402,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,21.0
2017-0110,1,2017-09-06,14.0,LAVALLE Y AV. LEANDRO N ALEM,AVENIDA,True,1,-58.370488,-34.60189492,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,56.0
2017-0111,1,2017-09-07,18.0,USPALLATA Y PIROVANO,CALLE,True,4,-58.42023854,-34.6423411,PEATON-CARGAS,CARGAS,PEATON,PEATON,FEMENINO,79.0
2017-0112,2,2017-09-10,9.0,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,False,7,-58.45807401,-34.6399743,AUTO-OBJETO FIJO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,1.0
2017-0112,2,2017-09-10,9.0,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,False,7,-58.45807401,-34.6399743,AUTO-OBJETO FIJO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,
2017-0113,1,2017-09-11,6.0,AV. SANTA FE Y MAIPU,AVENIDA,True,1,-58.37697717,-34.59573848,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,76.0
2017-0114,1,2017-09-15,2.0,AV. ALVEAR Y AV. DEL LIBERTADOR,AVENIDA,True,2,-58.3910058,-34.5849866,AUTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,26.0
2017-0115,1,2017-09-19,18.0,AV. PAVON Y TREINTA Y TRES ORIENTALES,AVENIDA,True,5,-58.42182126,-34.63089661,MOTO-BICICLETA,BICICLETA,CONDUCTOR,MOTO,MASCULINO,34.0
2017-0116,1,2017-09-20,22.0,COLECTORA AV. GRAL. PAZ 5750,GRAL PAZ,False,12,-58.51389422,-34.58075791,MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,22.0
2017-0118,1,2017-09-22,7.0,VIEYTES Y CRUZ,AVENIDA,True,4,-58.37585415,-34.65232158,MOTO-AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26.0
2017-0120,1,2017-10-02,15.0,AU DELLEPIANE Y AV. ESCALADA,AUTOPISTA,True,9,-58.47297505,-34.66245085,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,20.0
2017-0123,1,2017-10-10,1.0,ALBARIÑO Y AV. ARGENTINA,AVENIDA,True,8,-58.46855503,-34.67216349,PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,36.0
2017-0124,1,2017-10-12,14.0,JUAN RAMIREZ DE VELAZCO 1211,CALLE,False,15,-58.44254033,-34.59185043,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,51.0
2017-0125,1,2017-10-13,6.0,AV. FERNANDEZ DE LA CRUZ Y LARRAYA,AVENIDA,True,8,-58.46622247,-34.67926929,MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,29.0
2017-0126,2,2017-10-14,6.0,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,True,8,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,39.0
2017-0126,2,2017-10-14,6.0,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,True,8,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,36.0
2017-0127,1,2017-10-16,7.0,GALLO Y AV. CORDOBA,AVENIDA,True,2,-58.41192137,-34.59800248,MOTO-MOTO,MOTO,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,24.0
